hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag,cbd_congestion_fee,id
HV0003,B03404,B03404,3/5/25 11:35,3/5/25 11:29,3/5/25 11:30,3/5/25 11:46,228,123,8.37,1015,29.59,0,0.74,2.62,0,0,0,22.08,N,N,N,N,N,0,3044
HV0003,B03404,B03404,4/9/25 14:02,4/9/25 14:04,4/9/25 14:05,4/9/25 14:10,220,200,0.81,265,8.41,0,0.21,0.73,0,0,0,4.18,N,N,N,N,N,0,3045
HV0003,B03404,B03404,3/5/25 10:26,3/5/25 10:31,3/5/25 10:32,3/5/25 10:59,180,135,8.66,1602,25.45,0,0.61,2.19,0,0,0,28.4,N,N,N,N,N,0,3046
HV0003,B03404,B03404,3/12/25 12:51,3/12/25 12:52,3/12/25 12:52,3/12/25 12:59,216,180,0.98,435,8.91,0,0.22,0.78,0,0,0,5.77,N,N,N,N,N,0,3047
HV0005,B03406,,3/1/25 6:14,,3/1/25 6:19,3/1/25 6:33,77,61,2.858,870,14.21,0,0.36,1.26,0,0,0,15.11,N,N,N,N,N,0,3048
HV0005,B03406,,1/22/25 13:05,,1/22/25 13:09,1/22/25 13:15,91,91,0.593,418,7.65,0,0.21,0.68,0,0,0,5.47,N,N,N,N,N,0,3049
HV0003,B03404,B03404,5/24/25 15:51,5/24/25 15:51,5/24/25 15:53,5/24/25 16:13,69,212,3.73,1210,12.44,0,0.33,1.18,0,0,0,17.48,N,N,N,N,N,0,3050
HV0005,B03406,,4/11/25 17:14,4/11/25 17:20,4/11/25 17:21,4/11/25 18:12,254,196,17.758,3102,53.8,6.83,1.39,4.94,0,0,0,56.58,N,N,N,N,N,0,3051
HV0003,B03404,B03404,3/31/25 11:43,3/31/25 11:48,3/31/25 11:48,3/31/25 12:17,138,4,10.1,1741,49.29,6.94,1.2,5.21,2.75,2.5,0,31.84,N,N,N,N,N,1.5,3052
HV0003,B03404,B03404,3/27/25 17:19,3/27/25 17:21,3/27/25 17:22,3/27/25 17:43,228,40,2.42,1245,22.01,0,0.55,1.97,0,0,0,15.96,N,N,N,N,N,0,3053
HV0003,B03404,B03404,5/30/25 17:30,5/30/25 17:33,5/30/25 17:34,5/30/25 17:41,237,237,0.48,399,15.1,0,0.35,1.24,2.75,0,0,6.86,N,N,N,N,N,0,3054
HV0005,B03406,,5/11/25 23:03,5/11/25 23:05,5/11/25 23:05,5/11/25 23:30,236,125,5.733,1496,30.28,0,0.76,2.69,2.75,0,0,23.31,N,N,N,N,N,1.5,3055
HV0003,B03404,B03404,1/3/25 10:09,1/3/25 10:10,1/3/25 10:10,1/3/25 10:41,107,17,7.93,1851,29.03,0,0.8,2.57,2.75,0,0,30.77,N,N,N,N,N,0,3056
HV0005,B03406,,5/11/25 5:06,5/11/25 5:22,5/11/25 5:23,5/11/25 5:42,157,61,4.036,1102,32.61,0,0.73,2.58,0,0,0,16.88,N,N,N,N,N,0,3057
HV0003,B03404,B03404,2/14/25 22:06,2/14/25 22:06,2/14/25 22:08,2/14/25 22:26,205,265,9.5,1089,31.09,0,0.79,2.82,0,0,0,25.72,N,N,N,N,N,0,3058
HV0005,B03406,,3/16/25 14:13,3/16/25 14:16,3/16/25 14:17,3/16/25 15:04,128,265,15.168,2855,60.79,22.35,2.08,0,0,0,10,53.42,N,N,N,N,N,1.5,3059
HV0005,B03406,,5/4/25 5:36,5/4/25 5:39,5/4/25 5:40,5/4/25 6:07,45,116,8.923,1613,29.35,0,0.73,2.6,2.75,0,0,28.99,N,N,N,N,N,1.5,3060
HV0005,B03406,,5/25/25 7:17,5/25/25 7:18,5/25/25 7:19,5/25/25 7:24,237,140,0.81,318,8.28,0,0.15,0.53,2.75,0,2,4.37,N,N,N,N,N,0,3061
HV0005,B03406,,3/25/25 17:16,3/25/25 17:17,3/25/25 17:18,3/25/25 17:38,255,66,2.916,1198,22.73,0,0.57,2.02,0,0,0,16.27,N,N,N,N,N,0,3062
HV0003,B03404,B03404,2/7/25 17:14,2/7/25 17:18,2/7/25 17:18,2/7/25 18:01,7,37,6.53,2552,35.4,0,0.94,3.35,0,0,0,33.66,N,N,N,N,N,0,3063
HV0005,B03406,,2/28/25 21:23,,2/28/25 21:26,2/28/25 21:36,231,148,1.339,599,12.94,0,0.32,1.15,2.75,0,0,7.96,N,N,N,N,N,1.5,3064
HV0003,B03404,B03404,4/14/25 18:30,4/14/25 18:36,4/14/25 18:36,4/14/25 18:42,213,213,1.19,352,7.99,0,0.2,0.71,0,0,0,5.23,N,N,N,N,N,0,3065
HV0003,B03404,B03404,1/18/25 15:55,1/18/25 15:57,1/18/25 15:58,1/18/25 16:06,162,230,0.82,448,12.78,0,0.31,1.13,2.75,0,0,5.68,N,N,N,N,N,1.5,3066
HV0003,B03404,B03404,1/15/25 22:46,1/15/25 22:55,1/15/25 22:56,1/15/25 23:14,249,256,4.52,1101,30.71,0,0.81,2.72,2.75,0,0,16.85,N,N,N,N,N,1.5,3067
HV0003,B03404,B03404,1/18/25 12:18,1/18/25 12:18,1/18/25 12:18,1/18/25 12:37,162,43,2.58,1124,20.86,0,0.53,1.85,2.75,0,0,14.43,N,N,N,N,N,1.5,3068
HV0005,B03406,,5/28/25 18:08,5/28/25 18:13,5/28/25 18:14,5/28/25 18:34,229,107,2.08,1205,22.88,2.56,0.62,2.19,2.75,0,0,16.65,N,N,N,N,N,1.5,3069
HV0003,B03404,B03404,4/30/25 17:05,4/30/25 17:07,4/30/25 17:07,4/30/25 17:13,17,17,0.87,367,6.95,0,0.17,0.62,0,0,0,4.92,N,N,N,N,N,0,3070
HV0003,B03404,B03404,4/10/25 8:13,4/10/25 8:16,4/10/25 8:16,4/10/25 8:32,232,249,2.12,921,24.76,0,0.62,2.33,2.75,0,0,17.78,N,N,N,N,N,1.5,3071
HV0005,B03406,,4/17/25 12:37,4/17/25 12:43,4/17/25 12:44,4/17/25 12:57,130,130,1.576,769,10.76,0,0.27,0.96,0,0,5,10.03,N,N,N,N,N,0,3072
HV0003,B03404,B03404,1/18/25 18:10,1/18/25 18:15,1/18/25 18:15,1/18/25 18:31,7,145,2.2,925,16.93,0,0.46,1.5,0,0,0,11.98,N,N,N,N,N,0,3073
HV0003,B03404,B03404,3/13/25 10:54,3/13/25 10:55,3/13/25 10:57,3/13/25 11:14,122,38,2.46,994,16.26,0,0.41,1.48,0,0,0,15.57,N,N,N,N,Y,0,3074
HV0005,B03406,,4/17/25 1:03,4/17/25 1:08,4/17/25 1:09,4/17/25 1:39,35,216,11.069,1810,30.56,0,0.69,2.45,0,0,0,34.02,N,N,N,N,N,0,3075
HV0005,B03406,,4/27/25 20:08,4/27/25 20:12,4/27/25 20:13,4/27/25 20:46,157,166,10.486,1979,44.15,2.6,1.17,4.15,0,0,0,34.9,N,N,N,N,N,0,3076
HV0003,B03404,B03404,5/30/25 8:17,5/30/25 8:20,5/30/25 8:21,5/30/25 9:33,172,116,26.73,4318,195.26,6.94,5.19,19.05,2.75,0,0,109.41,N,N,N,N,N,0,3077
HV0003,B03404,B03404,3/6/25 8:30,3/6/25 8:32,3/6/25 8:33,3/6/25 8:53,141,138,7.25,1190,46.34,0,1.12,4.34,2.75,2.5,10.7,22.42,N,N,N,N,N,1.5,3078
HV0003,B03404,B03404,1/22/25 7:05,1/22/25 7:11,1/22/25 7:11,1/22/25 7:22,89,26,1.56,694,16.21,0,0.44,1.44,0,0,0,11.62,N,N,N,N,N,0,3079
HV0005,B03406,,5/7/25 11:35,5/7/25 11:38,5/7/25 11:39,5/7/25 12:14,143,125,4.991,2091,25.19,0,0.63,2.23,2.75,0,0,28.25,N,N,N,N,N,1.5,3080
HV0003,B03404,B03404,5/22/25 20:23,5/22/25 20:25,5/22/25 20:27,5/22/25 22:03,132,50,27.95,5781,113.32,6.94,2.79,10.9,2.75,2.5,0,110.19,N,N,N,N,Y,1.5,3081
HV0003,B03404,B03404,5/2/25 19:37,5/2/25 19:39,5/2/25 19:39,5/2/25 20:03,249,66,3.67,1454,32.36,0,0.83,3.04,2.75,0,0,22.37,N,N,N,N,Y,1.5,3082
HV0005,B03406,,3/8/25 22:48,3/8/25 22:55,3/8/25 22:56,3/8/25 23:07,232,255,2.636,637,15.55,0,0.39,1.38,2.75,0,0,11.25,N,N,N,N,Y,1.5,3083
HV0003,B03404,B03404,5/31/25 22:51,5/31/25 22:55,5/31/25 22:55,5/31/25 22:59,122,130,0.82,227,8.4,0,0.21,0.74,0,0,0,5,N,N,N,N,Y,0,3084
HV0005,B03406,,1/22/25 17:20,,1/22/25 17:30,1/22/25 17:43,196,28,3.875,773,20.83,0,0.57,1.85,0,0,0,12.83,N,N,N,N,N,0,3085
HV0003,B03404,B03404,1/13/25 3:11,1/13/25 3:15,1/13/25 3:16,1/13/25 3:19,92,92,0.47,191,7.29,0,0.21,0.69,0,0,0,4,N,N,N,N,N,0,3086
HV0005,B03406,,4/19/25 12:21,4/19/25 12:30,4/19/25 12:31,4/19/25 12:38,72,72,1.35,395,9.86,0,0.25,0.88,0,0,0,5.92,N,N,N,N,N,0,3087
HV0003,B03404,B03404,2/15/25 21:40,2/15/25 21:43,2/15/25 21:44,2/15/25 21:49,7,7,0.74,307,8.97,0,0.22,0.79,0,0,0,4.5,N,N,N,N,N,0,3088
HV0003,B03404,B03404,4/17/25 23:14,4/17/25 23:18,4/17/25 23:18,4/17/25 23:57,100,247,7.97,2322,43.09,0,1.04,3.82,2.75,0,0,34.68,N,N,N,N,N,1.5,3089
HV0003,B03404,B03404,2/12/25 19:11,2/12/25 19:12,2/12/25 19:14,2/12/25 19:21,80,255,1.09,437,10.69,0,0.27,0.94,0,0,1,6.75,N,N,N,N,Y,0,3090
HV0003,B03404,B03404,4/4/25 18:37,4/4/25 18:41,4/4/25 18:43,4/4/25 18:48,170,107,0.78,332,15.36,0,0.37,1.44,2.75,0,0,7.44,N,N,N,N,N,1.5,3091
HV0003,B03404,B03404,1/28/25 6:27,1/28/25 6:30,1/28/25 6:31,1/28/25 6:45,233,75,3.78,850,22.92,0,0.59,2.03,2.75,0,4.24,16.9,N,N,N,N,N,1.5,3092
HV0003,B03404,B03404,5/1/25 21:13,5/1/25 21:15,5/1/25 21:16,5/1/25 21:42,26,165,3.61,1543,31.37,0,0.79,2.79,0,0,0,20.67,N,N,N,N,N,0,3093
HV0005,B03406,,3/7/25 17:29,3/7/25 17:33,3/7/25 17:34,3/7/25 17:46,245,206,1.916,691,12.53,0,0.31,1.11,0,0,0,9.72,N,N,N,N,N,0,3094
HV0005,B03406,,3/30/25 14:27,3/30/25 14:29,3/30/25 14:30,3/30/25 14:58,212,229,8.431,1644,30.98,4.42,0.89,3.14,2.75,0,0,28.6,N,N,N,N,N,1.5,3095
HV0003,B03404,B03404,4/15/25 19:33,4/15/25 19:37,4/15/25 19:38,4/15/25 19:58,35,197,5.11,1201,21.53,0,0.54,1.9,0,0,0,19.33,N,N,N,N,N,0,3096
HV0003,B03404,B03404,1/20/25 15:08,1/20/25 15:18,1/20/25 15:18,1/20/25 15:59,132,87,27.8,2436,71.74,6.94,2,7.21,2.75,2.5,9.31,66.9,N,N,N,N,N,1.5,3097
HV0003,B03404,B03404,3/22/25 23:44,3/22/25 23:48,3/22/25 23:49,3/22/25 23:58,90,107,0.98,564,12.77,0,0.28,1.13,2.75,0,0,7.08,N,N,N,N,N,1.5,3098
HV0003,B03404,B03404,5/2/25 13:11,5/2/25 13:14,5/2/25 13:16,5/2/25 13:27,42,41,1.2,683,12.51,0,0.31,1.11,0,0,0,10.65,N,N,N,N,N,0,3099
HV0005,B03406,,3/15/25 8:38,3/15/25 8:44,3/15/25 8:44,3/15/25 9:03,213,169,4.322,1114,19.36,0.17,0.49,1.73,0,0,0,17.41,N,N,N,N,N,0,3100
HV0003,B03404,B03404,3/1/25 10:19,3/1/25 10:26,3/1/25 10:28,3/1/25 10:43,235,20,2.31,909,17.32,0,0.43,1.54,0,0,0,12.81,N,N,N,N,N,0,3101
HV0003,B03404,B03404,4/12/25 13:47,4/12/25 13:52,4/12/25 13:52,4/12/25 14:37,91,234,13.29,2670,62.89,6.94,1.59,6.37,2.75,0,0,45.72,N,N,N,N,N,1.5,3102
HV0003,B03404,B03404,4/21/25 18:12,4/21/25 18:14,4/21/25 18:14,4/21/25 18:50,25,138,11.92,2182,60.85,0,1.52,5.62,0,2.5,0,38.85,N,N,N,N,N,0,3103
HV0003,B03404,B03404,4/13/25 21:47,4/13/25 21:49,4/13/25 21:49,4/13/25 22:03,239,229,2.05,821,16.48,0,0.33,1.28,2.75,0,0,11.16,N,N,N,N,N,1.5,3104
HV0003,B03404,B03404,3/1/25 1:14,3/1/25 1:14,3/1/25 1:16,3/1/25 1:29,254,183,3.76,760,20.52,0,0.52,1.82,0,0,3.42,16.95,N,N,N,N,N,0,3105
HV0003,B03404,B03404,2/19/25 13:12,2/19/25 13:14,2/19/25 13:15,2/19/25 13:37,129,157,3.2,1340,17.54,0,0.43,1.55,0,0,0,17.37,N,N,N,N,N,0,3106
HV0005,B03406,,4/1/25 22:22,4/1/25 22:25,4/1/25 22:25,4/1/25 22:35,223,7,1.241,584,10.63,0,0.27,0.94,0,0,0,7.68,N,N,N,N,N,0,3107
HV0003,B03404,B03404,5/15/25 7:39,5/15/25 7:45,5/15/25 7:45,5/15/25 8:14,74,137,7.08,1753,54.39,0,1.38,5.05,2.75,0,0,29.68,N,N,N,N,N,1.5,3108
HV0003,B03404,B03404,2/13/25 15:35,2/13/25 15:40,2/13/25 15:40,2/13/25 15:50,69,169,1.67,588,9.82,0,0.24,0.87,0,0,0,7.98,N,N,N,N,N,0,3109
HV0003,B03404,B03404,5/14/25 16:36,5/14/25 16:54,5/14/25 16:54,5/14/25 17:53,137,159,6.74,3508,55.89,0,1.36,4.96,2.75,0,0,47.46,N,N,N,N,N,1.5,3110
HV0005,B03406,,3/8/25 11:41,3/8/25 11:43,3/8/25 11:43,3/8/25 12:00,7,145,2.395,1003,14.66,0,0.33,1.16,0,0,3,13.55,N,N,N,N,N,0,3111
HV0003,B03404,B03404,1/6/25 11:42,1/6/25 11:49,1/6/25 11:51,1/6/25 12:00,197,216,1.59,530,15.21,0,0.42,1.36,0,0,0,7.74,N,N,N,N,N,0,3112
HV0003,B03404,B03404,2/1/25 20:57,2/1/25 20:59,2/1/25 20:59,2/1/25 21:22,236,234,3.31,1354,31.03,0,0.74,2.76,2.75,0,0,17.66,N,N,N,N,N,1.5,3113
HV0003,B03404,B03404,4/13/25 4:30,4/13/25 4:19,4/13/25 4:33,4/13/25 5:05,224,1,15.37,1913,91.95,17.06,2.41,0,0,2.5,0,47.63,N,N,N,N,N,1.5,3114
HV0003,B03404,B03404,3/3/25 17:47,3/3/25 17:50,3/3/25 17:52,3/3/25 17:58,51,51,1.19,373,9.39,0,0.25,0.89,0,0,0,5.44,N,N,N,N,N,0,3115
HV0003,B03404,B03404,1/17/25 10:40,1/17/25 10:41,1/17/25 10:42,1/17/25 11:00,48,163,2.03,1097,18.61,0,0.45,1.59,2.75,0,3.4,13.42,N,N,N,N,N,1.5,3116
HV0003,B03404,B03404,5/13/25 9:35,5/13/25 9:36,5/13/25 9:37,5/13/25 9:40,76,63,0.63,206,5.88,0,0.16,0.55,0,0,2,5.73,N,N,N,N,Y,0,3117
HV0003,B03404,B03404,3/29/25 9:09,3/29/25 9:10,3/29/25 9:11,3/29/25 9:29,141,234,2.97,1056,32.98,0,0.78,2.93,2.75,0,0,15.81,N,N,N,N,N,1.5,3118
HV0005,B03406,,5/27/25 12:01,5/27/25 12:03,5/27/25 12:04,5/27/25 12:36,37,89,5.743,1923,29.66,0,0.67,2.37,0,0,0,27.61,N,N,N,N,N,0,3119
HV0003,B03404,B03404,4/13/25 0:54,4/13/25 0:58,4/13/25 0:58,4/13/25 1:09,89,91,2.16,661,15.16,0,0.4,1.44,0,0,0,9.7,N,N,N,N,N,0,3120
HV0003,B03404,B03404,5/12/25 6:13,5/12/25 6:15,5/12/25 6:16,5/12/25 6:25,246,107,1.82,520,15.52,0,0.35,1.37,2.75,0,0,7.81,N,N,N,N,N,1.5,3121
HV0003,B03404,B03404,3/7/25 10:05,3/7/25 10:06,3/7/25 10:06,3/7/25 10:18,163,186,1.7,705,15.5,0,0.35,1.37,2.75,0,5,9.51,N,N,N,N,N,1.5,3122
HV0003,B03404,B03404,5/15/25 12:13,5/15/25 12:16,5/15/25 12:16,5/15/25 12:31,243,220,3.78,893,11.68,0,0.31,1.11,0,0,0,14.34,N,N,N,N,N,0,3123
HV0003,B03404,B03404,5/18/25 10:44,5/18/25 10:48,5/18/25 10:48,5/18/25 11:19,154,97,5.99,1818,33.11,0,0.83,2.93,0,0,0,26.8,N,N,N,N,N,0,3124
HV0003,B03404,B03404,5/28/25 14:06,5/28/25 14:08,5/28/25 14:09,5/28/25 14:41,236,211,6.91,1924,45.9,0,1.18,4.32,2.75,0,0,29.77,N,N,N,N,N,1.5,3125
HV0003,B03404,B03404,4/26/25 22:07,4/26/25 22:07,4/26/25 22:07,4/26/25 22:20,162,100,0.96,742,11.15,0,0.25,1,2.75,0,0,8.83,N,N,N,N,N,1.5,3126
HV0003,B03404,B03404,1/11/25 22:44,1/11/25 22:46,1/11/25 22:48,1/11/25 22:54,33,25,0.77,355,8.62,0,0.24,0.77,0,0,0,4.85,N,N,N,N,N,0,3127
HV0005,B03406,,5/26/25 18:57,5/26/25 18:59,5/26/25 19:00,5/26/25 19:02,76,76,0.234,149,5.96,0,0.12,0.41,0,0,0,4,N,N,N,N,N,0,3128
HV0003,B03404,B03404,1/23/25 8:05,1/23/25 8:11,1/23/25 8:11,1/23/25 8:23,91,89,1.62,706,16.23,0,0.44,1.45,0,0,0,10.06,N,N,N,N,N,0,3129
HV0003,B03404,B03404,2/9/25 7:44,2/9/25 7:52,2/9/25 7:53,2/9/25 7:58,160,160,1.06,329,11.39,0,0.28,1.01,0,0,0,10.85,N,N,N,N,N,0,3130
HV0003,B03404,B03404,3/19/25 20:17,3/19/25 20:17,3/19/25 20:19,3/19/25 20:33,165,55,3.7,845,18.61,0,0.46,1.62,0,0,5,13.76,N,N,N,N,N,0,3131
HV0003,B03404,B03404,2/9/25 15:10,2/9/25 15:16,2/9/25 15:16,2/9/25 15:25,234,164,0.98,562,10.39,0,0.24,0.98,2.75,0,1,6.79,N,N,N,N,N,1.5,3132
HV0005,B03406,,3/20/25 20:06,3/20/25 20:12,3/20/25 20:12,3/20/25 20:22,188,188,1.468,617,9.86,0,0.25,0.88,0,0,0,8.33,N,N,N,N,N,0,3133
HV0005,B03406,,4/21/25 13:00,4/21/25 13:03,4/21/25 13:03,4/21/25 13:38,163,40,8.088,2128,37.18,0.23,0.94,3.32,2.75,0,0,33.01,N,N,N,N,N,1.5,3134
HV0005,B03406,,5/23/25 20:41,5/23/25 20:46,5/23/25 20:47,5/23/25 20:50,35,177,0.462,225,5.6,0,0.13,0.44,0,0,0,4,N,N,N,N,N,0,3135
HV0005,B03406,,1/20/25 12:27,,1/20/25 12:33,1/20/25 12:39,42,166,0.934,386,7.61,0,0.21,0.68,0,0,0,5.47,N,N,N,N,N,0,3136
HV0003,B03404,B03404,2/13/25 9:43,2/13/25 9:44,2/13/25 9:46,2/13/25 10:02,164,162,1.45,931,21.28,0,0.49,1.89,2.75,0,0,12.12,N,N,N,N,Y,1.5,3137
HV0003,B03404,B03404,5/22/25 16:38,5/22/25 16:41,5/22/25 16:43,5/22/25 17:20,161,209,5.47,2206,88.98,0,1.98,7.14,2.75,0,0,50.19,N,N,N,N,N,1.5,3138
HV0005,B03406,,4/5/25 3:56,4/5/25 3:58,4/5/25 3:59,4/5/25 4:03,50,143,0.496,253,23.98,0.93,0.62,2.21,2.75,0,3,16.84,N,N,N,N,N,1.5,3139
HV0003,B03404,B03404,5/30/25 1:05,5/30/25 1:06,5/30/25 1:07,5/30/25 1:28,198,188,5.81,1287,16.45,0,0.4,1.42,0,0,0,21.18,N,N,N,N,N,0,3140
HV0003,B03404,B03404,1/9/25 17:59,1/9/25 18:03,1/9/25 18:04,1/9/25 18:10,182,242,0.75,346,8.94,0,0.24,0.79,0,0,0,4.49,N,N,N,N,N,0,3141
HV0003,B03404,B03404,3/31/25 14:10,3/31/25 14:10,3/31/25 14:11,3/31/25 14:47,163,138,7.67,2161,73.56,0,1.8,6.74,2.75,2.5,13.1,45.15,N,N,N,N,N,1.5,3142
HV0005,B03406,,3/27/25 20:51,3/27/25 20:55,3/27/25 20:56,3/27/25 21:17,47,259,5.808,1229,23.13,0,0.58,2.05,0,0,0,20.68,N,N,N,N,N,0,3143
HV0003,B03404,B03404,3/9/25 10:22,3/9/25 10:22,3/9/25 10:24,3/9/25 10:30,249,211,0.74,344,10.09,0,0.21,0.89,2.75,0,0,4.52,N,N,N,N,N,1.5,3144
HV0003,B03404,B03404,1/15/25 9:09,1/15/25 9:11,1/15/25 9:12,1/15/25 9:50,155,181,6.29,2296,33.07,0,0.91,2.92,0,0,0,30.86,N,N,N,N,N,0,3145
HV0003,B03404,B03404,2/8/25 21:14,2/8/25 21:18,2/8/25 21:21,2/8/25 21:32,228,14,2.9,691,19.77,0,0.49,1.76,0,0,0,10.67,N,N,N,N,N,0,3146
HV0003,B03404,B03404,5/7/25 3:32,5/7/25 3:34,5/7/25 3:35,5/7/25 3:51,108,227,7.75,946,24.52,0,0.61,2.17,0,0,0,20.5,N,N,N,N,N,0,3147
HV0003,B03404,B03404,2/26/25 21:42,2/26/25 21:49,2/26/25 21:49,2/26/25 22:09,130,191,3.87,1183,10.36,0,0.24,0.86,0,0,0,13.61,Y,Y,N,N,N,0,3148
HV0003,B03404,B03404,3/29/25 4:01,3/29/25 4:06,3/29/25 4:07,3/29/25 4:33,144,265,7.14,1607,44.78,16.06,1.08,0,0,0,0,27.97,N,N,N,N,N,1.5,3149
HV0003,B03404,B03404,3/9/25 22:05,3/9/25 22:05,3/9/25 22:07,3/9/25 22:22,148,262,5.3,917,23.58,0,0.55,2.09,2.75,0,0,19.24,N,N,N,N,Y,1.5,3150
HV0003,B03404,B03404,2/26/25 11:40,2/26/25 11:45,2/26/25 11:45,2/26/25 11:57,22,26,1.57,717,14.29,0,0.36,1.27,0,0,0,9.11,N,N,N,N,N,0,3151
HV0005,B03406,,3/28/25 22:45,3/28/25 22:46,3/28/25 22:47,3/28/25 23:17,16,145,12.188,1785,44.45,0,0.97,3.43,0,0,0,35.35,N,N,N,N,N,0,3152
HV0005,B03406,,4/26/25 0:44,4/26/25 0:50,4/26/25 0:51,4/26/25 1:10,158,170,2.722,1116,29.18,0,0.73,2.59,2.75,0,0,16.91,N,N,N,N,N,1.5,3153
HV0003,B03404,B03404,5/9/25 6:11,5/9/25 6:15,5/9/25 6:16,5/9/25 6:23,259,265,1.27,380,9.08,0,0.23,0.8,0,0,0,6.48,N,N,N,N,N,0,3154
HV0003,B03404,B03404,2/6/25 9:45,2/6/25 9:48,2/6/25 9:48,2/6/25 10:07,14,210,6.64,1126,34.11,0,0.85,3.03,0,0,0,19.97,N,N,N,N,N,0,3155
HV0003,B03404,B03404,3/12/25 20:36,3/12/25 20:39,3/12/25 20:41,3/12/25 20:43,112,112,0.65,155,8.91,0,0.22,0.78,0,0,0,4.48,N,N,N,N,N,0,3156
HV0005,B03406,,5/10/25 7:56,5/10/25 8:01,5/10/25 8:02,5/10/25 8:07,151,24,0.738,302,6.73,0,0.15,0.53,0,0,0,4.11,N,N,N,N,N,0,3157
HV0005,B03406,,1/4/25 5:33,,1/4/25 5:36,1/4/25 6:04,233,132,16.385,1687,60.76,6.76,1.86,6.21,2.75,2.5,20.21,38.82,N,N,N,N,N,0,3158
HV0003,B03404,B03404,3/4/25 23:10,3/4/25 23:10,3/4/25 23:11,3/4/25 23:31,80,89,8.71,1225,26.93,0,0.67,2.39,0,0,5.99,24.66,N,N,N,N,N,0,3159
HV0005,B03406,,1/23/25 18:47,,1/23/25 18:55,1/23/25 19:04,217,225,0.909,555,9.67,0,0.27,0.86,0,0,0,7.9,N,N,N,N,N,0,3160
HV0003,B03404,B03404,1/21/25 3:57,1/21/25 4:00,1/21/25 4:00,1/21/25 4:21,91,37,4.99,1249,19.02,0,0.53,1.69,0,0,0,18.93,N,N,N,N,N,0,3161
HV0003,B03404,B03404,4/11/25 10:50,4/11/25 10:52,4/11/25 10:54,4/11/25 11:06,10,216,2.35,726,13.46,0,0.33,1.2,0,0,0,10.63,N,N,N,N,N,0,3162
HV0003,B03404,B03404,4/30/25 21:48,4/30/25 21:52,4/30/25 21:52,4/30/25 22:16,137,265,4.95,1409,43.77,16.06,1.06,0,0,0,6.08,23.14,N,N,N,N,N,1.5,3163
HV0003,B03404,B03404,4/24/25 16:28,4/24/25 16:30,4/24/25 16:30,4/24/25 17:38,233,1,15.86,4034,108.77,17.06,2.88,0,0,2.5,13.8,66.71,N,N,N,N,N,1.5,3164
HV0003,B03404,B03404,4/8/25 7:32,4/8/25 7:34,4/8/25 7:35,4/8/25 7:44,243,243,1.09,577,11.82,0,0.31,1.11,0,0,0,7.37,N,N,N,N,N,0,3165
HV0005,B03406,,1/26/25 16:13,,1/26/25 16:16,1/26/25 16:53,186,255,4.593,2225,29.57,0.41,0.82,2.66,2.75,0,0,27.97,N,N,N,N,N,1.5,3166
HV0003,B03404,B03404,2/28/25 12:20,2/28/25 12:21,2/28/25 12:24,2/28/25 12:59,230,1,20.75,2081,121.17,21.21,3.02,0,0,2.5,22.18,70.89,N,N,N,N,N,1.5,3167
HV0003,B03404,B03404,3/9/25 11:45,3/9/25 11:48,3/9/25 11:51,3/9/25 11:57,211,231,0.79,363,20.46,0,0.49,1.88,2.75,0,0,10.85,N,N,N,N,N,1.5,3168
HV0003,B03404,B03404,1/21/25 10:41,1/21/25 10:42,1/21/25 10:44,1/21/25 11:01,246,234,2.03,1038,17.94,0,0.45,1.59,2.75,0,0,12.85,N,N,N,N,N,1.5,3169
HV0005,B03406,,2/26/25 23:15,,2/26/25 23:21,2/26/25 23:36,164,125,2.863,858,21.08,0,0.53,1.87,2.75,0,0,12.28,N,N,N,N,N,1.5,3170
HV0003,B03404,B03404,1/22/25 17:31,1/22/25 17:41,1/22/25 17:42,1/22/25 18:02,244,136,4.7,1184,12.41,0,0.34,1.11,0,0,0,17.89,N,N,N,N,N,0,3171
HV0003,B03404,B03404,5/8/25 21:44,5/8/25 21:56,5/8/25 21:57,5/8/25 22:26,138,261,15.45,1740,60.44,6.94,1.51,6.2,2.75,2.5,0,41.8,N,N,N,N,N,0,3172
HV0003,B03404,B03404,5/31/25 19:21,5/31/25 19:25,5/31/25 19:27,5/31/25 19:43,153,174,4.93,991,15.82,0,0.4,1.4,0,0,0,16.96,N,N,N,N,N,0,3173
HV0003,B03404,B03404,3/25/25 12:54,3/25/25 12:58,3/25/25 12:59,3/25/25 13:20,187,84,13.82,1253,41.56,0,0.97,3.41,0,0,8.59,39.15,N,N,N,N,Y,0,3174
HV0005,B03406,,2/9/25 12:01,,2/9/25 12:05,2/9/25 12:10,261,87,0.563,299,7.09,0.46,0.19,0.67,2.75,0,0,4,N,N,N,N,N,1.5,3175
HV0003,B03404,B03404,4/2/25 20:37,4/2/25 20:37,4/2/25 20:39,4/2/25 21:06,263,129,6,1649,44.05,0,1.06,3.91,2.75,0,5.17,25.11,N,N,N,N,N,1.5,3176
HV0005,B03406,,4/14/25 7:25,4/14/25 7:29,4/14/25 7:30,4/14/25 8:04,262,132,18.698,2048,66.5,6.67,1.83,6.71,2.75,2.5,0,47.24,N,N,N,N,N,0,3177
